Cust_Id,Age,MonthlyIncome_EUR,MinBal_EUR,MaxBal_EUR,Age_with_Bank
120476,35,3965,144,8905,7
120477,36,3580,956,7972,6
120478,39,4521,608,17328,3
120479,38,4476,1259,10457,5
120480,37,3874,1015,5413,3
120481,33,4817,1457,11835,6
120482,34,4049,549,14344,5
120483,29,2974,730,7705,4
120484,37,4290,995,16201,6
120485,44,3341,773,15269,6
120486,36,2214,319,9320,5
120487,40,4046,1113,5304,6
120488,38,4602,1379,15169,5
120489,32,3935,1116,16714,5
120490,31,4278,1834,8056,6
120491,30,3983,1170,9783,5
120492,35,3999,1408,13868,1
120493,37,3147,1229,16870,5
120494,37,2700,1335,18985,4
120495,30,4290,1353,8346,4
120496,39,3831,1581,14710,6
120497,32,3331,1008,13605,6
120498,35,4026,1137,15056,2
120499,32,3342,1166,5643,4
120500,30,4131,1144,13171,8
120501,29,2496,870,4109,6
120502,37,4964,0,17069,6
120503,34,4818,673,12924,5
120504,30,3597,1473,11940,7
120505,32,4462,1356,10814,6
120506,40,3801,1263,17952,9
120507,38,5621,1362,6728,5
120508,37,3241,1314,12044,8
120509,43,4905,1989,17847,4
120510,41,4775,1206,10731,6
120511,35,3464,1670,20537,5
120512,32,4891,1513,18420,6
120513,45,3911,1021,16684,2
120514,39,3698,831,12246,4
120515,32,4364,1073,19440,8
120516,29,4052,1158,19361,5
120517,26,4273,1028,8124,5
120518,29,3759,1159,15675,3
120519,33,4200,865,12050,5
120520,40,4843,1058,13152,9
120521,38,3543,1220,9740,7
120522,36,4412,1146,16906,5
120523,37,3788,1295,19919,8
120524,31,3775,1015,9962,4
120525,29,5723,981,9264,3
120526,34,5167,1247,13676,5
120527,38,3812,1523,13423,9
120528,35,3845,1178,9353,5
120529,37,3689,1292,15443,5
120530,35,4714,1300,14609,8
120531,29,3347,1165,14504,6
120532,36,4444,1464,18270,5
120533,33,5696,1221,14524,2
120534,39,4317,1723,11502,6
120535,28,4851,953,11657,8
120536,41,4771,1266,4875,5
120537,30,3904,1106,8806,7
120538,33,3328,1050,17302,6
120539,29,4846,939,16930,8
120540,39,4838,1475,13874,3
120541,30,5414,1323,12483,7
120542,32,4206,1837,7462,4
120543,39,3563,1195,5984,5
120544,32,4271,1510,12527,4
120545,34,3741,975,13543,8
120546,37,4735,1152,7828,5
120547,36,4671,760,11560,4
120548,35,4613,1305,17218,9
120549,32,3784,1532,13585,3
120550,33,4091,1786,12398,5
120551,36,3165,1148,9021,6
120552,33,3596,1249,19654,8
120553,36,3789,1601,18711,5
120554,27,3484,1786,12072,3
120555,34,3886,1032,5286,6
120556,37,4317,1620,15894,4
120557,37,3489,1369,15395,3
120558,34,3553,1326,8056,3
120559,36,4327,1845,4163,8
120560,32,4108,483,9832,7
120561,40,4453,919,9812,9
120562,33,4783,1032,15828,2
120563,40,4583,1426,14505,4
120564,34,4767,813,16507,7
120565,30,4532,1442,11167,6
120566,34,2245,946,12175,4
120567,31,3655,1438,11506,3
120568,33,3295,1165,14220,7
120569,30,4160,1933,11886,4
120570,34,3955,771,17237,7
120571,38,4750,1472,17113,4
120572,40,3121,1331,7933,5
120573,32,3333,1092,14127,5
120574,37,3853,1372,11655,4
120575,41,4513,973,8670,5
120576,30,3954,1250,8521,4
120577,28,4596,970,10378,4
120578,29,4081,1276,17322,5
120579,34,4214,1341,11050,6
120580,26,4323,1148,19925,4
120581,39,2827,1445,15610,5
120582,26,4514,1078,13343,7
120583,34,4008,1307,10512,3
120584,36,4564,735,7800,6
120585,37,5302,1025,17092,7
120586,39,5013,1150,10858,6
120587,41,4133,1790,8270,4
120588,36,4597,1287,8465,4
120589,32,3714,1234,11290,4
120590,35,3340,1567,9479,11
120591,36,3562,856,7550,5
120592,35,4676,1395,8902,5
120593,33,3809,1382,12075,3
120594,39,4195,970,7022,9
120595,33,4153,1418,10556,4
120596,34,5752,655,8440,4
120597,31,3242,1395,11467,6
120598,38,4082,1897,11161,3
120599,43,4549,1515,8595,4
120600,39,4379,1223,15217,7
120601,30,3997,974,7540,6
120602,31,3840,1898,11858,5
120603,28,4815,285,17362,4
120604,36,3471,988,15943,5
120605,36,4312,1134,1799,4
120606,32,3686,962,8577,0
120607,32,3741,1038,10852,7
120608,27,3876,1665,13087,5
120609,34,4091,1035,4390,8
120610,32,3917,1383,20255,6
120611,32,4258,1164,10092,7
120612,44,4607,976,16037,5
120613,37,4502,1750,13334,8
120614,34,4249,1038,7722,2
120615,35,4208,1684,5809,8
120616,32,4286,1589,9555,8
120617,38,4212,827,21112,2
120618,33,4353,1173,5504,6
120619,30,3224,2083,9153,4
120620,41,3338,995,8273,3
120621,31,4249,1460,16469,7
120622,43,4435,1486,12126,5
120623,38,3030,1003,18701,5
120624,37,4425,1479,17747,6
120625,31,3685,638,21817,3
120626,40,4480,1555,18719,6
120627,44,3472,1250,7371,5
120628,30,5436,398,18775,8
120629,34,4406,1071,9555,7
120630,31,4860,613,12378,4
120631,33,4035,845,14887,3
120632,34,4684,1046,16201,5
120633,40,4539,1467,13110,5
120634,29,3828,750,18687,6
120635,37,4026,1031,7843,5
120636,38,5140,718,12306,4
120637,31,4921,862,8371,6
120638,35,3310,1784,10757,5
120639,32,4842,1307,7624,7
120640,35,4009,647,11264,5
120641,42,4045,1663,4737,7
120642,31,3983,1637,15386,6
120643,36,4744,1086,13888,6
120644,31,4964,1532,9847,2
120645,37,4681,1861,11812,3
120646,36,4145,1231,13998,6
120647,37,4247,843,12477,6
120648,32,4000,1521,8182,5
120649,30,3408,937,11911,4
120650,28,4335,931,12231,5
120651,35,4986,850,11949,9
120652,37,4821,1460,7492,5
120653,36,3973,1611,13747,4
120654,37,4076,1075,9462,5
120655,32,4245,1689,11926,9
120656,34,4166,1040,5364,4
120657,25,3881,1153,13980,7
120658,34,4463,825,9084,5
120659,41,3693,994,14362,7
120660,35,4420,1614,17984,5
120661,43,5050,987,14603,2
120662,36,3825,872,4043,8
120663,38,4285,821,10321,6
120664,37,4368,466,13865,6
120665,38,4644,810,6616,7
120666,36,3772,619,14971,8
120667,38,3195,925,10043,9
120668,32,5442,1103,9544,6
120669,40,4647,1085,7238,6
120670,41,3667,1281,12606,8
120671,36,3133,1367,13103,9
120672,33,3864,784,11236,4
120673,30,4429,1718,18086,4
120674,36,3576,1473,10035,4
120675,34,4397,1526,18378,6
120676,32,4242,1189,17622,5
120677,31,4334,1514,8857,6
120678,30,5343,1954,8011,5
120679,35,5020,1595,19401,5
120680,36,3613,1468,11574,4
120681,37,3477,319,14826,5
120682,47,3629,1456,10171,2
120683,37,3807,1321,12043,0
120684,39,4755,988,13517,8
120685,35,4016,947,13856,5
120686,29,3994,1506,12601,7
120687,33,5078,1811,17528,8
120688,42,4337,1147,17227,6
120689,31,4529,1008,12244,7
120690,35,3320,833,11489,8
120691,35,4168,581,20753,2
120692,41,3891,1158,11387,8
120693,37,3405,1485,12776,8
120694,37,4011,1403,18090,8
120695,34,3738,810,14492,9
120696,26,4600,1407,10220,6
120697,33,4190,1117,10865,5
120698,34,4160,636,12997,6
120699,35,3254,438,15669,3
120700,32,4729,1277,10638,5
120701,29,3124,1854,12703,7
120702,38,3812,455,12515,5
120703,33,4003,1343,12900,6
120704,34,4498,1160,6524,4
120705,28,4002,1127,5973,6
120706,34,3620,1421,11486,7
120707,37,4761,892,4917,6
120708,36,3118,1502,12057,6
120709,33,4637,1547,14354,3
120710,32,4505,1582,15560,4
120711,34,4058,1481,7275,9
120712,36,4228,882,12957,7
120713,36,3934,1086,11875,6
120714,37,3573,819,13291,8
120715,38,3440,1032,10758,5
120716,35,3527,1035,9392,3
120717,41,3398,1488,14736,5
120718,37,4792,1180,8062,7
120719,32,4613,518,15732,3
120720,36,4038,1329,16713,7
120721,37,2692,1083,5831,3
120722,38,3808,1548,12061,8
120723,33,4571,1402,8688,5
120724,27,4193,956,9041,4
120725,40,3595,1293,14869,5
120726,34,3941,1819,14368,4
120727,26,4686,484,17388,5
120728,33,5422,1447,10779,4
120729,37,4888,864,8742,5
120730,30,4000,699,13731,1
120731,30,3546,1159,14785,5
120732,34,3801,1133,10673,6
120733,35,4984,1205,8910,6
120734,32,4111,1181,11438,6
120735,33,2688,811,13609,2
120736,38,2962,1516,8764,5
120737,35,3552,1021,10673,10
120738,29,2370,1963,12398,6
120739,39,4746,1432,6458,8
120740,34,5628,1573,9510,7
120741,31,4779,1275,10952,5
120742,34,4836,1955,17596,7
120743,29,4796,1508,9898,2
120744,35,3417,1726,2681,5
120745,37,4087,1474,9823,3
120746,32,4217,1277,16466,6
120747,33,5291,1160,8163,4
120748,32,3767,1315,13174,6
120749,37,4632,1151,20284,5
120750,34,3725,1581,15500,11
120751,32,3443,1312,10128,8
120752,35,3491,1518,6045,9
120753,33,3156,1423,4917,2
120754,34,4126,1073,16148,6
120755,31,4684,929,10473,5
120756,37,5807,1578,11578,8
120757,33,4675,1481,11737,4
120758,33,3668,1018,4879,3
120759,35,4863,392,20774,1
120760,42,4720,1463,4366,7
120761,38,4100,1699,1699,2
120762,32,3545,839,14137,7
120763,29,3108,1373,12739,4
120764,36,3680,1687,8561,6
120765,32,4257,928,11437,2
120766,34,5077,436,12314,6
120767,34,3692,1723,12435,6
120768,34,4283,575,19957,3
120769,34,4529,1268,11975,7
120770,33,3764,1421,9641,4
120771,26,3412,1096,14009,5
120772,35,4188,2063,12735,5
120773,37,3527,1246,16863,4
120774,31,3227,1409,19288,5
120775,37,5158,1051,8000,6
120776,36,3822,1346,14218,5
120777,35,4499,1373,11090,3
120778,35,4373,1107,17041,4
120779,37,3427,835,13808,4
120780,37,4357,657,10516,5
120781,28,4400,913,13819,6
120782,40,4289,1872,6411,4
120783,37,4214,516,20276,5
120784,31,4530,1850,10003,5
120785,27,4483,1939,6852,3
120786,30,4585,1187,7296,5
120787,39,3435,1811,13079,3
120788,34,3103,1188,12274,7
120789,38,3852,1046,10678,6
120790,43,4132,928,12219,3
120791,30,4695,1056,16468,3
120792,30,5437,1416,15969,6
120793,34,3722,1182,14719,7
120794,36,4937,1016,7871,4
120795,38,4244,732,2664,6
120796,31,3806,614,13067,3
120797,32,4443,688,12686,6
120798,40,4432,908,14574,5
120799,36,4370,2586,15767,1
120800,36,5068,1652,14151,7
120801,33,3833,1749,14192,3
120802,40,4425,1228,14627,8
120803,39,3106,778,15628,5
120804,34,3234,541,14769,8
120805,28,4139,1388,12562,6
120806,38,3699,1149,9446,5
120807,37,4980,1138,9615,4
120808,35,4716,889,19495,5
120809,39,4487,1086,14416,7
120810,36,4120,509,15684,8
120811,33,3554,884,10214,7
120812,39,2314,1070,3227,9
120813,35,3682,1634,15194,1
120814,38,4418,1007,10459,8
120815,35,3473,1713,14795,1
120816,37,5096,1166,11276,2
120817,40,4272,741,12490,5
120818,40,4622,1070,15979,4
120819,32,5087,1487,10317,3
120820,38,3582,1441,11361,8
120821,32,4022,865,6047,5
120822,38,4590,1861,15472,8
120823,34,3227,1458,4350,9
120824,28,4429,1783,8163,5
120825,36,4947,1322,10524,5
120826,39,4566,1737,1737,8
120827,37,4374,1063,6361,8
120828,31,3291,1516,16957,7
120829,36,4132,918,11876,5
120830,34,3368,1799,9759,7
120831,38,4152,302,5729,5
120832,39,4218,1863,13365,5
120833,29,3715,513,16792,4
120834,35,5021,362,7962,7
120835,31,3326,728,6616,4
120836,35,5726,1259,3130,8
120837,29,4654,1337,17335,3
120838,34,4722,1430,15167,7
120839,36,4253,927,20646,6
120840,25,3186,1162,13980,5
120841,33,3767,1051,10865,7
120842,29,3974,1170,12976,7
120843,38,4073,1343,13729,6
120844,27,3733,1148,7607,5
120845,33,5216,1278,7747,6
120846,40,3577,660,7957,9
120847,30,3999,1607,12036,9
120848,32,3558,1453,7019,5
120849,34,4065,1297,17569,4
120850,35,2954,875,18238,6
120851,25,3865,905,8805,7
120852,33,4850,1115,12342,7
120853,37,4252,1650,15947,9
120854,43,3237,806,13809,7
120855,31,4357,676,12369,7
120856,33,4502,860,14711,6
120857,36,4364,1502,15526,3
120858,31,4405,1321,14069,5
120859,40,5163,1474,10046,4
120860,34,4935,902,15130,5
120861,35,3719,1199,14055,9
120862,37,3829,1533,12712,4
120863,28,3683,909,6111,8
120864,36,4289,1864,13136,7
120865,32,4598,1515,10861,1
120866,31,3293,1078,10647,4
120867,36,4353,1806,5531,6
120868,39,3718,1020,12656,5
120869,34,3493,685,11697,4
120870,41,4265,1206,11496,5
120871,34,5363,1005,7927,5
120872,28,4195,1248,14539,5
120873,30,4815,1655,9016,2
120874,41,4309,1170,12299,2
120875,42,4107,980,10079,4
120876,36,4505,1212,13915,7
120877,32,3825,1565,13682,7
120878,33,3246,814,16813,8
120879,34,3354,486,13043,8
120880,35,4094,951,10296,7
120881,37,4420,1004,16805,8
120882,36,4328,1159,6647,5
120883,30,3775,1017,12783,6
120884,30,4177,977,17494,5
120885,37,3848,788,18753,7
120886,33,3390,835,11511,7
120887,34,3033,1676,14985,4
120888,35,3965,1006,7290,6
120889,32,4672,531,16233,7
120890,35,4131,933,6153,6
120891,37,3273,1606,13156,7
120892,34,4871,999,14057,8
120893,40,3702,1169,4567,3
120894,41,2707,1290,10263,4
120895,31,4106,1129,13242,3
120896,36,4866,836,13321,5
120897,34,4281,1055,11747,6
120898,31,3491,1023,4827,4
120899,34,3544,1189,8362,7
120900,26,4874,2084,13173,4
120901,38,3769,941,15650,5
120902,38,3346,1854,13570,7
120903,35,3438,773,13912,6
120904,38,3947,932,8301,4
120905,32,4997,785,12531,4
120906,23,4595,882,5059,5
120907,33,4242,1698,13531,5
120908,30,5709,1193,8366,5
120909,35,4517,519,10610,8
120910,40,5910,856,9558,6
120911,36,3905,264,15557,6
120912,33,4177,1132,16310,3
120913,39,3702,1151,12763,1
120914,41,4248,1061,15622,6
120915,36,4049,1687,16757,4
120916,32,6134,797,11395,6
120917,35,4029,1293,8497,7
120918,35,4884,874,14360,6
120919,34,4165,1630,5211,6
120920,40,4586,544,18566,7
120921,38,4397,955,16104,10
120922,30,4464,1983,5365,5
120923,29,4186,975,13001,5
120924,32,3117,623,11951,3
120925,31,4754,1297,14276,7
120926,33,3003,1766,6290,7
120927,34,5103,1362,14057,6
120928,34,4524,1305,9713,8
120929,35,4362,774,4875,6
120930,33,4214,1406,10065,4
120931,29,5016,948,17460,9
120932,31,5033,881,13929,4
120933,30,3229,538,12969,4
120934,31,2714,1007,8031,4
120935,36,4564,636,8066,7
120936,33,4194,903,17080,7
120937,31,3810,1096,5891,10
120938,34,4271,1667,12303,8
120939,36,3569,506,7869,2
120940,36,4506,1196,13513,5
120941,44,3669,1368,5946,6
120942,32,4094,886,10858,6
120943,36,4494,914,13921,3
120944,39,3804,1768,14002,0
120945,41,3907,760,11055,0
120946,33,4113,1873,12790,10
120947,27,4361,1388,14164,7
120948,33,5050,1889,13887,5
120949,36,3918,1469,16403,4
120950,45,4654,393,10447,4
120951,29,4544,1440,14105,4
120952,34,4368,773,9800,6
120953,32,4741,1226,10979,6
120954,38,5172,1555,10017,6
120955,32,4244,1267,5796,6
120956,28,4627,1174,13184,4
120957,26,3840,1334,21594,5
120958,36,3975,2096,11479,8
120959,35,3551,1651,7245,2
120960,37,4005,311,13686,9
120961,35,4369,1742,17950,3
120962,36,4191,1193,13092,3
120963,36,4050,1270,12986,7
120964,31,4045,1297,16784,6
120965,34,4116,1605,8855,6
120966,37,4120,563,16259,7
120967,31,5179,1092,11231,5
120968,27,4174,1432,8773,6
120969,36,3549,1500,12649,5
120970,34,5365,2005,9428,11
120971,40,4165,1297,10982,5
120972,37,4096,1194,14854,7
120973,33,3627,720,9881,3
120974,29,3716,928,8498,9
120975,40,5200,868,10543,5
120976,38,3630,1247,12625,4
120977,40,3720,896,10196,4
120978,38,4577,865,11134,7
120979,30,3221,1094,17704,4
120980,36,4839,1007,15637,2
120981,38,4585,124,8766,7
120982,35,4112,1041,13453,5
120983,33,4445,1104,18089,5
120984,33,5186,977,10185,8
120985,31,4707,916,8095,4
120986,34,4757,1916,8189,7
120987,29,4537,911,7075,4
120988,27,4076,1036,13380,6
120989,32,4131,1707,9053,7
120990,32,4333,962,13779,6
120991,43,4595,1079,14433,7
120992,40,3933,157,13194,6
120993,34,4528,952,18228,7
120994,34,4048,1370,9574,6
120995,39,4350,1846,7592,6
120996,34,4252,931,13589,4
120997,34,4446,854,854,5
120998,33,4429,1194,8837,6
120999,34,4198,1154,9390,6
121000,30,3681,1154,3676,8
121001,39,5063,1449,7088,6
121002,33,3913,1783,10843,7
121003,40,4940,1369,14191,7
121004,39,3459,1461,17691,9
121005,36,3504,1581,10903,6
121006,39,4891,1782,11633,4
121007,34,5300,1389,14002,4
121008,32,4568,903,8437,5
121009,32,3311,1596,3641,5
121010,35,4917,2006,9164,9
121011,37,3612,981,14004,3
121012,36,3505,1344,10560,3
121013,42,4297,1427,12419,5
121014,37,3887,1347,7270,7
121015,32,4712,1426,11599,3
121016,35,4524,838,21157,4
121017,38,3986,1566,15082,6
121018,33,4601,1725,17184,6
121019,32,5605,914,14344,4
121020,39,4026,811,7854,6
121021,38,4421,1168,15019,6
121022,35,4586,1327,12472,5
121023,32,4560,1192,7087,5
121024,33,5522,1221,8683,5
121025,36,4930,1084,10549,0
121026,37,3583,1352,15502,4
121027,39,3601,461,9699,4
121028,35,4128,881,17974,7
121029,30,4569,1089,10360,7
121030,40,4847,1412,4458,9
121031,39,4844,1630,9085,6
121032,38,4190,1718,12675,4
121033,40,4580,809,7010,5
121034,38,5203,578,5204,8
121035,35,4537,659,15016,1
121036,30,4444,706,12741,4
121037,31,4821,639,13542,4
121038,33,4348,821,16069,9
121039,38,4644,1082,8524,8
121040,41,5386,1929,11806,8
121041,40,3476,577,5327,8
121042,33,4094,1218,13724,4
121043,34,3830,876,18210,6
121044,29,3786,701,10045,8
121045,41,3854,1858,9387,6
121046,29,2866,982,15787,7
121047,34,3931,1145,8288,7
121048,40,4883,1505,12411,1
121049,36,3426,1020,10194,6
121050,37,3118,579,11931,6
121051,35,3842,1731,6940,5
121052,28,3717,899,4342,7
121053,36,4736,1372,12669,6
121054,37,5302,1029,5785,6
121055,32,5603,1178,13479,6
121056,37,3737,1351,14940,7
121057,33,4580,1364,4243,7
121058,40,4186,1328,12648,5
121059,34,4464,973,13086,4
121060,37,4561,724,11272,7
121061,36,4160,631,15592,5
121062,37,3606,1242,10643,1
121063,35,3717,1271,6877,8
121064,37,4333,1073,7249,7
121065,37,4435,1159,13156,5
121066,30,3812,1032,14261,7
121067,37,4061,1928,19177,4
121068,33,4936,760,9444,4
121069,34,4209,713,14551,6
121070,33,4495,1262,13823,3
121071,33,5147,1133,12000,3
121072,40,4290,843,7323,4
121073,29,3914,844,8968,7
121074,24,3893,1147,12367,4
121075,32,4601,1070,10469,6
121076,34,3253,608,5033,10
121077,31,5149,1282,12737,7
121078,31,4933,1274,14969,7
121079,37,3356,1856,14800,4
121080,35,3880,1324,7648,7
121081,45,3880,1437,18175,5
121082,31,4539,1425,6578,6
121083,36,3727,1621,11876,4
121084,37,2701,770,11148,8
121085,33,4973,1173,16034,5
121086,30,2758,1105,15101,5
121087,34,5264,1405,11817,3
121088,37,3956,1001,14759,6
121089,32,4190,1905,20605,4
121090,34,4033,1379,9747,7
121091,34,3920,1502,11122,7
121092,31,4245,896,14566,4
121093,40,4032,1139,12425,8
121094,35,3667,1017,11483,6
121095,34,4585,1085,14646,6
121096,38,4055,1591,12059,7
121097,35,5443,1294,13145,7
121098,39,3643,675,16892,5
121099,31,4511,456,11278,8
121100,37,3865,1786,13745,7
121101,34,3805,613,17134,7
121102,40,4189,959,11733,6
121103,38,4607,1736,10348,2
121104,36,4705,974,9130,6
121105,36,4099,1019,10664,5
121106,34,5192,1102,21775,3
121107,39,4725,1128,21471,5
121108,32,4382,969,19008,5
121109,34,4635,983,15335,7
121110,37,3567,1656,8590,7
121111,32,4919,1317,12673,4
121112,30,3382,822,14540,4
121113,38,4475,1981,14921,5
121114,29,4148,1781,10735,5
121115,38,3297,1437,9957,7
121116,33,3430,1200,18389,7
121117,30,4181,1037,12146,5
121118,40,4137,1564,11899,5
121119,27,3727,2165,11486,7
121120,39,3955,2101,13744,6
121121,46,3274,879,13916,5
121122,41,3292,1720,19954,6
121123,33,4001,898,10411,8
121124,41,3047,1770,7858,7
121125,39,4063,1100,11605,5
121126,31,4485,1373,17641,6
121127,31,4073,854,8853,5
121128,35,4503,560,10912,4
121129,37,3725,1338,18108,6
121130,39,2930,1152,16431,7
121131,38,4533,563,10249,5
121132,35,4015,1435,11526,5
121133,32,3498,890,8787,6
121134,38,3964,353,10479,2
121135,39,3692,876,17877,6
121136,35,4685,1905,8977,6
121137,34,3581,1494,8019,3
121138,33,3648,1399,9870,8
121139,29,4158,1511,19414,8
121140,32,4203,906,18475,5
121141,40,4028,530,12898,5
121142,35,2914,1005,15586,4
121143,32,3167,1362,9006,8
121144,34,4284,1239,14397,7
121145,33,3472,1080,11225,8
121146,36,4514,1313,20860,8
121147,33,2724,1495,12749,6
121148,34,3876,964,18383,4
121149,26,3413,1406,6538,9
121150,31,3258,1772,14376,4
121151,36,3203,1750,14820,8
121152,34,3991,855,13992,5
121153,37,3717,1651,10012,4
121154,36,3786,973,12576,6
121155,40,3442,1347,14128,8
121156,23,4713,1710,11815,4
121157,34,4165,252,11044,7
121158,37,3938,637,12067,7
121159,35,4576,963,11414,6
121160,33,4196,930,14768,7
121161,33,3685,725,11560,4
121162,32,4371,1173,6703,6
121163,33,5217,976,5661,3
121164,31,3998,1289,12798,8
121165,33,4467,970,11382,5
121166,31,4902,1979,7298,11
121167,39,4250,1073,18458,7
121168,31,4801,1387,11003,7
121169,41,4026,1817,7879,6
121170,38,2705,753,5142,7
121171,39,3332,1101,9889,9
121172,34,4531,712,9909,5
121173,30,5276,636,12305,6
121174,28,3702,538,18950,4
121175,38,5169,721,8332,7
121176,34,3497,1778,12474,6
121177,33,3925,778,10925,8
