custid,debtinc,creddebt,othdebt,preloan,veh,house,selfemp,account,deposit,emp,address,branch,ref,age,gender,ms,child,zone,bad
1310,3.93,1.8,2.87,2,1,1,2,2,2,8,4,2,2,2,2,1,1,18,0
1311,20.14,2.45,4.66,2,2,1,1,1,1,4,14,1,2,3,2,1,1,8,0
1312,17.23,4,3.21,1,2,1,2,1,1,10,23,2,2,3,1,2,1,17,0
1313,18.13,2.47,7.51,1,1,2,2,2,2,3,15,2,2,2,2,1,1,5,0
1314,6.04,0.95,3.93,2,1,2,1,2,1,17,1,1,1,3,2,1,1,15,0
1315,11.22,3.17,4.34,1,1,2,2,2,2,11,15,1,1,2,2,2,1,4,0
1316,7.97,3.64,2.97,2,2,1,1,1,2,21,16,2,1,3,1,2,1,8,0
1317,5.32,0.73,3.11,2,2,1,1,2,2,1,3,1,1,2,1,1,1,13,0
1318,9.66,1.25,0.94,2,1,1,1,2,1,6,8,2,2,2,2,2,1,8,0
1319,12.91,3.92,1.55,2,2,2,2,1,2,4,4,2,1,2,2,2,2,6,0
1320,18.36,5.72,6.63,1,1,1,1,2,1,7,17,1,1,1,1,1,1,18,0
1321,9.17,2.78,1.56,2,1,2,2,1,1,1,1,1,2,2,1,2,1,19,0
1322,7.11,2.66,3,2,1,1,1,2,1,3,19,2,1,3,1,1,1,14,0
1323,9.33,4.37,7.72,2,2,1,1,2,1,31,15,1,2,1,2,1,1,18,0
1324,11.55,0.66,3.53,1,2,1,1,2,1,18,7,1,2,1,2,1,1,6,0
1325,9.2,3.29,2.02,1,2,1,2,2,2,7,5,1,1,3,1,1,1,12,0
1326,4.47,4.49,5.19,1,1,1,2,2,2,15,8,1,1,1,2,1,1,10,0
1327,13.81,4.37,3.89,2,1,1,2,2,2,12,13,1,2,1,2,2,1,17,0
1328,10.73,2.88,1.9,1,1,1,2,2,1,4,14,1,2,2,1,2,2,16,0
1329,24.8,3.5,3.91,2,2,2,2,1,2,2,6,1,1,3,2,2,2,15,0
1330,20.79,4.41,3.59,2,1,2,2,2,2,7,6,1,1,1,2,1,1,14,0
1331,9.21,2.83,4.2,2,1,2,1,1,2,7,12,1,2,2,2,1,1,4,0
1332,14.2,6.45,8.97,1,2,2,2,1,2,18,28,2,1,1,1,2,1,11,0
1333,24.31,15.39,18.91,1,2,1,2,1,2,32,9,1,1,1,1,2,2,1,0
1334,13.4,1.25,2.22,2,2,2,2,1,2,2,1,2,2,3,2,2,2,9,0
1335,5.86,1.89,4.83,1,1,1,2,2,2,12,8,2,2,3,1,2,2,9,0
1336,15.29,6.75,7.23,2,1,1,1,1,1,25,15,2,2,2,2,2,1,16,0
1337,15.02,3.83,1.88,1,2,1,2,2,2,1,7,2,2,2,2,2,2,17,0
1338,31.86,5,9.94,2,1,2,2,1,2,7,11,1,1,2,2,2,1,11,0
1339,10.22,1.04,2.43,1,2,2,2,2,1,6,2,2,2,2,2,2,1,2,0
1340,11.95,2.49,2.95,1,2,1,2,2,1,8,17,1,1,3,2,2,1,2,0
1341,6.17,2.19,2.05,2,2,1,1,1,2,1,17,2,2,2,1,2,1,11,0
1342,9.03,2.87,1.99,2,2,1,2,1,1,17,32,2,2,2,2,1,1,17,0
1343,11.85,2.47,1.73,1,1,1,2,1,2,7,5,2,2,2,2,1,1,9,0
1344,5.06,2.77,2.04,1,1,1,1,2,1,6,6,1,2,2,2,1,1,14,0
1345,12.67,6.1,4.41,2,2,1,2,2,1,29,25,2,2,1,1,1,1,8,0
1346,6.42,2.43,1.16,1,2,1,1,2,2,1,1,1,2,1,2,2,1,17,0
1347,9.94,2.35,2.19,1,2,2,1,1,1,12,7,1,1,3,1,2,2,15,0
1348,8.44,1.75,3.09,2,2,1,1,1,1,7,7,1,2,2,1,2,1,11,0
1349,3.66,0.64,1.74,2,2,1,2,1,2,12,18,2,2,1,2,2,2,11,0
1350,22.65,3.91,4.54,1,2,1,1,2,1,6,8,1,1,3,1,1,1,18,0
1351,6.86,2.6,2.59,2,2,2,2,2,2,6,7,1,1,1,1,1,1,17,0
1352,16.5,2.22,1.68,2,2,2,2,1,1,4,9,1,1,2,2,1,1,14,0
1353,9.81,1.08,4.03,1,1,2,2,2,2,13,10,2,2,1,2,1,1,3,0
1354,9.71,1.65,3.09,1,1,2,1,1,1,3,0,2,2,1,1,1,1,16,0
1355,36.17,4.06,9.87,2,2,1,1,2,1,11,2,2,1,2,2,1,1,3,0
1356,6.76,1.05,1.32,2,1,1,2,2,2,16,5,2,1,2,1,1,1,17,0
1357,10.74,1.77,1.59,2,1,2,1,2,1,12,10,1,2,1,2,2,2,17,0
1358,12.2,3.3,5.85,1,2,2,1,1,2,17,10,2,2,1,2,1,1,2,0
1359,15.24,0.7,2.82,1,1,1,1,1,2,5,4,2,1,1,2,1,1,16,0
1360,19.86,3.78,7.7,1,2,1,2,2,1,13,10,2,1,3,1,2,1,14,0
1361,7.64,2.02,2.12,1,1,1,1,1,2,3,4,1,2,1,2,2,1,18,0
1362,3.24,1.26,0.26,2,2,1,2,2,2,1,13,2,1,2,1,2,2,11,0
1363,5.92,2.3,2.93,1,1,1,2,2,1,6,9,2,2,1,2,1,1,9,0
1364,8.87,3.85,3.27,1,1,1,1,1,1,11,13,2,1,2,1,2,2,1,0
1365,12.02,7.25,4.59,2,2,2,2,1,2,16,2,2,2,1,1,1,1,5,0
1366,5.83,3.29,4.65,2,2,1,1,2,2,25,10,2,1,1,2,2,2,9,0
1367,18.19,5.18,13.33,1,2,1,1,2,1,22,15,1,2,3,1,2,1,9,0
1368,1.66,0.47,1.65,1,2,2,2,2,2,0,12,1,1,2,2,1,1,9,0
1369,5.23,2.96,1.3,1,1,2,2,2,1,7,15,2,1,1,2,1,1,13,0
1370,13.43,1.86,5.19,1,2,2,1,2,2,11,4,1,1,1,1,2,1,16,0
1371,8.3,1.92,1.63,1,2,2,1,1,2,4,4,1,1,3,1,1,1,11,0
1372,17.09,2.76,3.27,1,2,2,2,1,2,0,7,1,2,1,1,2,1,11,0
1373,1.3,0.73,1.74,1,2,2,2,2,2,7,2,2,1,2,1,1,1,1,0
1374,14.13,1.59,2.48,2,1,2,2,2,1,1,5,2,1,3,1,1,1,1,0
1375,5.25,1.29,2.25,2,2,1,1,2,1,5,5,2,1,2,1,1,1,20,0
1376,6.43,2.6,5.37,1,2,1,1,1,2,30,8,1,2,1,1,1,1,11,0
1377,12.87,1.97,4.35,2,2,2,1,1,2,9,1,1,2,1,2,2,2,8,0
1378,6.1,1.67,1.08,2,2,2,2,1,2,6,10,1,1,1,1,2,1,3,0
1379,13.66,1.74,4.41,1,2,1,2,1,2,10,9,2,1,3,2,2,1,10,0
1380,3.04,0.33,2.62,1,2,2,1,1,2,17,5,2,2,3,1,2,1,3,0
1381,28.35,4.15,7.26,1,1,1,2,2,2,8,3,1,2,1,1,1,1,7,0
1382,9.86,2.57,2.41,2,2,1,1,1,2,4,1,1,1,3,1,2,1,16,0
1383,12.37,2.01,5.11,2,1,2,2,1,1,1,18,2,1,2,2,2,1,12,0
1384,10.89,0.21,1.51,2,1,1,2,2,1,1,2,2,1,3,1,2,2,4,0
1385,11.72,2.74,4.73,1,1,2,2,2,2,18,11,1,1,1,2,2,1,6,0
1386,17.22,3.05,4.6,2,2,2,2,2,2,8,5,1,2,2,1,2,2,5,0
1387,9.76,3.84,1.46,1,2,1,1,2,1,2,5,1,1,1,2,2,2,10,0
1388,12.46,5.36,1.44,1,2,1,2,1,1,10,1,1,2,2,2,2,2,8,1
1389,11.93,4.09,6.52,1,1,1,2,2,1,12,13,1,1,1,1,1,1,1,0
1390,11.19,1.22,1.94,1,1,1,1,1,1,4,2,2,2,1,2,1,1,14,0
1391,10.02,0.81,2.06,2,2,1,1,2,1,1,6,1,1,1,2,1,1,19,0
1392,10.58,11.22,9.24,1,2,1,2,1,1,31,9,2,1,3,2,1,1,13,0
1393,29.1,2.87,5.48,2,1,2,2,2,1,1,27,1,1,3,2,1,1,8,1
1394,8.58,2.36,1.83,1,1,1,1,1,1,1,2,2,2,1,1,1,1,15,0
1395,15.29,5.29,7.38,1,1,1,2,2,1,7,2,2,2,3,1,1,1,7,0
1396,5.58,2.28,2.08,2,1,2,1,2,2,7,16,1,1,1,1,1,1,1,0
1397,14.73,3.3,3.2,1,1,1,2,2,1,6,4,2,2,1,2,2,1,19,0
1398,12.17,3.26,2.43,1,1,2,1,1,1,15,4,2,2,2,1,2,1,19,0
1399,8.78,4.19,4.4,1,2,1,2,2,1,19,23,1,2,3,1,1,1,15,0
1400,16.31,3.22,4.8,1,1,2,2,1,1,13,15,1,2,1,2,2,2,4,0
1401,11.36,14.17,5.39,2,2,1,1,1,2,17,12,2,1,3,2,2,2,18,0
1402,17.8,2.59,4.18,2,1,1,1,1,2,11,6,1,1,2,2,1,1,13,0
1403,10.43,2.54,2.62,1,2,1,1,1,1,15,14,2,2,3,1,2,1,6,0
1404,5.27,4.28,1.93,1,1,2,1,2,1,16,15,1,2,2,2,1,1,7,0
1405,18.97,1.96,3.79,2,2,2,1,1,2,2,1,2,1,2,2,1,1,12,0
1406,13.45,2.07,3,2,2,2,1,2,1,6,5,1,1,1,1,1,1,17,0
1407,34.26,6.68,16.68,2,2,1,2,1,1,21,10,2,2,3,1,2,2,19,0
1408,7.17,3.01,1.51,1,1,2,1,1,2,13,12,1,1,1,1,1,1,8,0
1409,25.12,2.58,5.08,2,2,2,2,1,1,3,4,2,2,2,1,2,1,17,0
1410,21.66,5.22,3.45,1,1,2,2,1,2,0,14,1,2,3,2,1,1,16,0
1411,2.79,1.24,1.97,1,1,1,2,1,1,1,2,2,2,2,1,1,1,9,0
1412,8.4,0.82,2.37,2,1,1,2,1,1,5,1,2,1,1,2,1,1,19,0
1413,11.67,4.74,3.62,1,2,2,2,2,1,24,15,1,2,3,2,1,1,11,0
1414,16.96,1.87,4.05,1,2,1,2,2,1,7,10,2,2,3,1,2,1,15,0
1415,10.64,5.04,6.33,1,2,1,1,2,1,23,15,2,1,1,1,2,2,19,0
1416,12.82,3.71,4,1,2,1,1,1,1,10,6,2,1,3,1,1,1,18,0
1417,17.22,3.51,3.87,1,1,1,1,2,1,14,6,2,1,2,2,1,1,14,0
1418,12.56,3.51,4.34,2,2,1,2,2,2,24,19,1,1,3,2,1,1,8,0
1419,8,0.81,4.01,1,1,1,1,1,1,7,10,2,2,1,2,1,1,8,0
1420,3.7,0.79,0.48,2,2,1,2,1,1,1,21,2,1,1,2,1,1,6,0
1421,6.18,3.02,2.16,1,2,1,2,2,2,22,4,2,2,3,1,1,1,16,0
1422,8.17,3.14,3.03,1,1,2,1,2,1,18,21,1,2,2,1,1,1,9,0
1423,11.95,0.73,2.28,2,1,1,1,1,1,3,7,2,1,3,2,2,1,20,0
1424,11.57,1.12,2.35,1,1,1,1,2,1,8,6,1,1,1,2,1,1,20,0
1425,18.38,2.41,2.87,2,2,2,2,1,1,1,3,2,2,3,1,1,1,5,0
1426,18.46,3.17,5.26,1,2,2,1,2,2,1,3,1,2,2,2,1,1,11,0
1427,9.11,2.86,5.48,1,1,1,2,2,1,10,27,2,1,2,1,2,2,15,0
1428,18.68,1.65,11.47,1,2,1,2,1,2,26,22,1,2,2,1,1,1,16,0
1429,18.61,4.73,9.53,1,1,2,2,1,1,12,8,1,1,1,2,2,1,6,0
1430,15.65,1.6,5.95,2,2,2,1,1,2,2,2,1,2,3,1,2,2,9,0
1431,3.64,0.43,0.4,2,2,1,1,2,1,3,16,1,1,1,2,1,1,17,0
1432,15.14,2.47,2.6,2,1,1,1,2,1,2,11,2,2,2,2,2,1,19,0
1433,9.03,2.54,2.67,2,2,2,2,1,1,2,7,1,1,1,2,2,1,19,0
1434,14.55,1.86,3.26,2,1,2,2,1,1,9,4,2,1,2,2,2,1,3,0
1435,3.35,3.03,1.28,1,2,2,2,2,1,9,2,2,1,1,1,2,2,1,0
1436,26.03,7.61,6.89,2,2,1,2,1,1,6,7,1,1,2,2,2,2,14,0
1437,19.16,1.58,2.25,1,2,2,2,1,1,10,5,2,1,1,2,1,1,2,0
1438,16.93,5.4,5.39,1,1,1,2,2,1,12,2,1,1,1,2,2,2,2,0
1439,17.75,4.31,4.12,2,2,2,1,2,2,2,9,2,2,2,2,2,1,13,1
1440,6.74,1.31,2.86,1,2,1,2,1,1,23,6,1,2,2,1,1,1,18,0
1441,11.36,3.1,2.07,1,1,2,2,1,1,8,2,2,1,1,2,1,1,19,0
1442,10.3,2.06,4.44,2,2,1,1,2,2,18,3,2,1,1,1,1,1,15,0
1443,8.82,3.06,2.64,2,1,2,1,2,1,8,24,2,1,2,1,2,1,12,0
1444,17.36,3.87,5.38,2,1,1,1,2,2,19,5,1,2,3,1,1,1,9,0
1445,7.83,3.21,0.99,1,2,2,1,1,2,1,1,2,1,2,2,2,1,9,0
1446,11.29,0.84,2.75,1,2,1,2,1,1,1,2,2,2,2,2,1,1,13,0
1447,9.04,1.19,1.48,2,1,2,1,1,1,14,15,2,2,3,1,1,1,10,0
1448,11.04,0.23,3.28,1,1,1,1,1,2,5,2,2,1,2,1,2,2,3,0
1449,16.34,3.3,2.76,2,2,2,2,1,1,0,3,2,2,3,1,1,1,15,0
1450,9.67,0.28,4.48,2,1,1,1,2,1,18,3,1,1,1,2,1,1,15,0
1451,14.56,3.42,4.1,1,2,2,1,2,1,3,12,1,1,2,1,1,1,4,1
1452,15.9,3,2.55,1,1,2,1,2,1,1,13,2,1,2,1,2,1,7,0
1453,13.06,3.93,3.84,1,1,1,1,1,2,16,18,1,2,1,2,1,1,7,0
1454,5.75,1.98,2.08,2,1,2,1,2,1,3,19,1,2,3,1,2,1,6,0
1455,13.46,1.9,2.38,1,2,2,2,1,2,3,3,2,1,2,1,2,2,19,0
1456,17.7,2.36,2.07,1,2,2,1,1,2,1,3,1,2,2,2,1,1,9,0
1457,9.05,2.55,3.07,1,1,1,1,2,2,9,2,1,1,3,2,2,1,20,0
1458,4.07,2.35,1.73,2,2,1,2,1,2,16,13,1,2,2,1,1,1,4,0
1459,7.14,4.39,1.74,2,2,2,1,1,1,19,6,2,2,2,1,1,1,13,0
1460,13.15,2.76,7.61,2,1,1,1,2,1,11,20,2,2,3,2,1,1,19,0
1461,6.19,0.08,2.35,1,1,1,2,1,1,9,11,2,1,1,1,2,2,18,0
1462,11.28,4.26,2.2,1,1,1,2,1,2,14,2,1,1,2,2,2,2,13,0
1463,16.39,0.89,3.14,2,1,2,2,1,2,4,1,1,1,3,2,2,2,6,0
1464,10.73,3.64,2.24,2,2,2,1,1,2,4,9,2,2,3,2,1,1,10,0
1465,8.44,1.75,1.25,2,2,2,1,2,2,5,7,2,1,2,2,1,1,9,0
1466,24.47,9.94,9.79,1,1,2,1,1,2,11,6,2,2,2,2,1,1,11,0
1467,7.69,1.15,1.35,2,1,2,1,1,2,2,3,1,1,1,1,1,1,11,0
1468,9.32,3.83,2.97,1,1,2,1,2,2,19,8,2,1,2,1,2,2,18,0
1469,10.71,2.11,2.18,1,2,2,2,2,2,9,3,2,1,2,2,2,2,13,0
1470,20.98,3.23,3.95,1,1,2,2,1,2,2,2,1,2,3,2,1,1,15,0
1471,23.5,1.43,4.61,1,1,2,1,2,2,4,9,1,2,1,1,1,1,2,0
1472,28.04,3.96,6.21,2,2,1,2,1,1,6,10,2,1,3,1,1,1,17,0
1473,13.9,5.79,8.31,2,2,2,1,1,2,27,21,2,2,2,2,1,1,6,0
1474,11.97,2.03,1.56,2,1,1,2,1,2,1,6,1,1,3,2,2,2,13,0
1475,6.01,3,2.4,1,1,2,1,1,1,13,11,1,1,2,2,1,1,12,0
1476,28.33,5.17,8.48,2,2,1,2,2,1,14,25,1,2,1,2,2,2,3,0
1477,4.92,0.13,1.34,2,1,1,1,1,1,3,1,2,1,2,1,1,1,14,0
1478,7.53,1.16,1.51,2,2,1,1,1,2,1,10,2,2,3,1,1,1,20,0
1479,7.54,0.91,1.63,1,2,1,2,1,1,15,3,1,2,3,2,2,1,10,0
1480,4.03,3.6,1.78,2,1,1,2,1,1,15,10,2,1,1,1,1,1,5,0
1481,15.41,4.58,2.33,2,1,1,2,2,1,5,3,2,2,3,2,1,1,17,0
1482,18.51,4.96,6.45,2,2,1,1,2,1,11,13,2,2,3,2,1,1,11,0
1483,24.37,2.96,4.69,1,2,2,2,1,1,7,4,2,1,1,2,2,2,1,0
1484,15.44,3.52,2.3,1,2,2,2,2,1,4,16,2,2,3,2,2,2,6,0
1485,7.89,2.31,2.09,2,2,1,2,1,1,4,4,1,2,2,1,2,2,11,0
1486,21.68,2.6,7.93,2,1,1,2,1,2,10,16,1,2,3,1,2,1,12,0
1487,14.51,5.8,2.14,2,1,2,2,1,1,5,4,1,1,3,2,1,1,15,1
1488,27.97,3.84,7.66,1,1,2,2,1,1,6,17,2,2,2,1,2,1,20,0
1489,6.37,0.55,1.29,1,2,1,2,2,2,12,12,1,1,3,1,2,1,17,0
1490,31.42,2.65,2.73,1,2,2,1,2,2,0,1,2,2,3,2,2,1,1,0
1491,8.39,0.12,2.4,2,2,1,2,2,2,4,10,1,2,1,2,1,1,10,0
1492,14.46,2.99,2.34,2,1,1,1,1,2,2,7,1,1,2,2,2,2,12,1
1493,12.71,3.25,4.99,2,1,1,2,2,2,5,5,2,2,3,1,2,1,16,0
1494,10.77,1.09,0.93,2,1,1,1,1,1,1,7,2,1,1,1,1,1,13,0
1495,27.69,2.12,3.33,1,2,1,2,2,1,3,0,1,1,2,2,1,1,12,1
1496,6.31,1.43,2.98,1,1,1,2,1,1,17,7,1,2,2,2,1,1,20,0
1497,7.23,1.42,2.02,1,2,2,2,1,2,13,0,1,2,3,1,1,1,3,0
1498,12.21,2.69,4.78,1,2,1,2,1,1,14,8,2,1,1,2,1,1,20,0
1499,7.32,2.53,2.5,2,2,2,2,2,2,5,9,2,2,1,2,2,1,4,0
1500,9.34,3.39,2.4,2,1,2,2,1,2,5,6,2,2,3,1,2,1,17,1
1501,4.01,1.91,2.35,2,2,1,1,1,2,23,9,1,1,3,2,2,1,3,0
1502,9.19,0.28,3.94,1,2,1,1,2,1,7,10,1,2,1,1,2,2,10,0
1503,8.5,1.3,1.2,1,1,1,2,2,2,8,7,2,2,2,2,1,1,2,0
1504,3.71,3.8,4.25,2,1,1,2,1,1,21,12,2,1,3,1,2,2,7,0
1505,25.86,11.6,9.71,1,1,1,2,1,2,22,17,1,1,1,2,1,1,9,0
1506,6.82,3.06,2.27,2,2,2,2,2,1,9,17,2,1,1,1,1,1,9,0
1507,11.52,3.12,4.1,2,1,2,2,2,1,10,18,1,1,2,1,1,1,6,0
1508,13.67,2.7,2.25,1,2,1,2,1,2,5,8,1,2,3,1,2,1,6,0
1509,11.69,2.52,3.85,2,1,2,1,1,2,13,14,2,1,2,2,2,2,15,0
1510,10.55,1.42,3.59,2,2,1,2,1,1,10,13,1,1,2,1,1,1,11,0
1511,8.03,2.91,2.29,1,2,2,1,1,1,3,5,1,2,3,2,2,1,1,0
1512,9.25,0.44,4.41,1,2,1,2,1,1,7,1,1,2,2,2,2,2,1,0
1513,8.45,2.04,1.7,2,1,1,1,2,1,1,3,1,1,2,2,1,1,6,0
1514,23.3,4.93,8.64,1,1,1,2,1,1,13,11,2,2,1,1,2,1,16,0
1515,13.27,3.25,4.79,1,2,1,2,2,1,17,26,1,1,3,2,2,2,16,0
1516,5.58,3.12,1.24,2,2,1,1,2,2,4,7,2,2,2,1,1,1,18,0
1517,8.38,3.43,2.26,2,2,1,2,2,1,9,9,2,1,3,1,2,2,4,0
1518,6.23,2.56,3.2,2,1,1,1,1,1,16,16,1,2,2,2,2,2,19,0
1519,16.19,1.25,2.52,1,2,2,2,2,1,0,4,1,2,1,2,1,1,13,0
1520,10.69,2.36,1.42,2,1,2,1,1,2,2,0,2,2,3,2,1,1,7,0
1521,10.8,2.19,3.75,2,1,1,2,2,2,12,20,1,2,2,2,1,1,3,0
1522,8.54,0.49,1.83,2,1,2,1,2,1,3,1,1,2,2,1,1,1,2,1
1523,35.67,2.71,8.62,2,1,2,2,1,1,7,3,2,1,2,1,2,2,16,0
1524,17.34,3.56,2.93,1,2,1,2,2,2,3,5,2,1,3,2,2,2,15,0
1525,3.02,0.37,1.87,2,2,1,1,2,1,5,9,1,1,3,2,2,1,8,0
1526,8.69,2.88,2.78,1,1,1,1,2,2,7,11,2,1,2,1,1,1,6,0
1527,15.43,2.29,9.04,2,2,2,2,2,2,8,3,1,1,3,2,1,1,7,0
1528,5.07,1.51,0.84,1,1,2,1,1,1,10,4,2,1,3,1,1,1,17,0
1529,12.2,3.28,3.68,1,1,2,2,2,1,6,1,2,1,1,2,2,1,8,0
1530,8.57,3.53,3.34,1,1,2,1,1,2,19,2,1,1,1,2,1,1,19,0
1531,5.22,2.84,0.99,1,2,2,1,2,2,2,8,2,1,2,1,1,1,10,0
1532,17.76,3.2,3.19,2,2,1,1,2,1,5,10,1,1,2,2,2,1,10,0
1533,18.22,1.3,6.45,2,1,2,2,1,2,19,20,1,2,2,2,1,1,12,0
1534,16.55,2.8,7.28,1,1,2,2,2,1,17,20,1,2,3,2,1,1,4,0
1535,6.31,3.03,1.76,1,1,1,1,2,2,8,2,2,2,2,2,1,1,20,0
1536,2.29,1.25,2.04,1,2,1,1,1,2,7,8,1,2,2,1,2,1,14,0
1537,14.03,3.02,3.08,2,2,2,1,2,2,2,0,1,1,2,1,2,2,7,0
1538,7.69,2.16,0.83,2,1,2,1,2,2,14,2,1,2,2,1,1,1,12,0
1539,11.24,2.37,1.68,1,2,2,1,2,1,8,10,2,2,2,1,1,1,14,0
1540,10.19,2.65,2.97,2,1,1,2,1,1,5,4,1,2,2,2,2,2,13,0
1541,20.53,3.06,2.62,2,1,2,1,1,2,1,3,2,2,1,2,1,1,11,0
1542,18.26,5.51,6.96,2,1,1,2,2,1,9,7,2,2,2,1,2,1,16,0
1543,6.51,2.51,6.25,2,1,2,2,2,1,17,22,1,1,3,1,1,1,7,0
1544,10.58,2.28,3.14,2,1,1,1,1,1,12,9,1,2,3,1,1,1,16,0
1545,8.83,3.12,4.83,2,1,2,1,2,1,17,17,1,1,1,2,1,1,20,0
1546,5.2,0.68,2.04,1,2,2,1,1,2,5,3,2,2,2,2,1,1,17,0
1547,13.53,2.64,3.7,1,1,2,2,1,2,2,4,1,2,3,2,2,1,5,0
1548,11.91,3.31,1.7,2,2,2,1,2,2,3,8,1,2,1,2,2,2,19,0
1549,13.32,1.34,2.98,2,2,1,1,1,1,11,2,2,1,2,2,2,2,15,0
1550,9.6,3.53,2.03,1,1,2,2,1,2,9,5,2,1,1,1,1,1,11,0
1551,19.36,1.84,8.47,1,2,1,2,2,1,15,14,2,1,3,1,1,1,4,0
1552,6.6,3.53,2.66,1,2,1,2,1,1,14,24,1,1,1,1,1,1,15,0
1553,16.63,4.17,4.12,2,2,2,1,2,1,4,10,1,2,1,1,2,2,14,0
1554,9.71,0.62,1.98,2,2,2,2,1,2,9,6,1,1,2,2,1,1,6,0
1555,15.57,3.01,3.65,1,1,1,1,1,1,4,6,1,1,1,2,1,1,8,0
1556,19.95,4.28,5.78,2,1,2,2,2,1,14,3,2,2,3,1,1,1,18,0
1557,13.39,3.71,3.39,1,2,2,1,2,1,13,12,2,2,2,2,1,1,7,0
1558,15.08,1.76,2.85,1,1,2,1,2,1,9,3,1,2,1,1,1,1,17,0
1559,17.83,2.25,3.28,2,1,2,1,2,1,9,5,1,2,1,1,1,1,18,0
1560,9.04,1.43,1.12,2,2,1,1,1,2,10,5,2,1,3,1,2,2,9,0
1561,12.04,2.86,1.3,1,1,2,1,2,1,5,1,1,1,2,2,2,1,6,0
1562,13.56,3.33,4.08,2,1,1,2,1,2,5,10,1,2,1,1,1,1,6,0
1563,7.8,0.4,3,2,1,2,1,1,1,3,2,1,2,3,1,1,1,4,0
1564,7.68,1.22,1.56,2,2,2,1,1,1,9,6,1,1,2,1,2,1,18,0
1565,17.4,3.16,3.56,1,2,1,1,1,2,2,8,1,1,2,2,1,1,17,0
1566,23.64,7.21,13.31,2,2,2,2,1,2,13,11,1,1,3,1,2,2,4,0
1567,18.29,4.25,2.93,1,2,1,2,2,2,4,2,2,1,3,1,2,2,14,0
1568,10.88,3.41,2.7,2,2,1,2,2,2,4,10,2,2,1,2,2,2,12,0
1569,5.42,2.69,1.18,2,2,2,2,2,1,15,3,2,1,2,2,1,1,10,0
1570,4.14,3.06,1.82,2,1,2,2,2,1,17,9,1,1,3,2,2,1,20,0
1571,11.76,0.76,1.86,2,1,2,2,2,1,8,9,2,2,2,2,1,1,8,0
1572,11.77,0.49,3.74,2,2,2,2,1,2,5,10,1,2,3,2,1,1,4,0
1573,9.52,2.54,1.05,1,1,1,1,1,2,2,1,1,2,1,2,1,1,19,0
1574,10.42,6.59,4.24,1,2,1,1,1,1,14,8,2,1,2,1,2,2,14,0
1575,10.99,3.35,2.83,2,2,2,2,1,1,7,15,1,2,2,1,1,1,7,0
1576,12.55,0.91,2.62,2,2,1,2,2,2,6,0,2,2,1,1,2,1,2,0
1577,20.24,2.65,4.91,1,2,1,1,2,1,1,2,2,2,3,1,2,2,12,0
1578,9.55,2.2,3.66,1,1,2,1,1,2,8,2,2,2,3,2,2,2,14,0
1579,11.18,0.8,2.7,2,1,2,2,1,2,14,5,2,1,3,1,2,2,13,0
1580,24.79,4.71,6.1,2,1,2,2,1,2,3,15,2,1,1,2,1,1,16,0
1581,9.92,1.82,2.18,1,1,2,2,2,1,13,11,2,2,1,1,2,1,20,0
1582,9.41,2.44,3.73,2,2,1,1,2,1,9,19,1,1,1,1,1,1,15,0
1583,6.1,1.38,2.87,2,2,1,1,2,2,16,22,2,2,1,2,2,2,12,0
1584,9.55,1.35,2.76,2,2,2,2,2,1,10,7,1,2,2,2,1,1,3,0
1585,27.9,2.85,5.81,2,1,1,2,1,2,1,7,1,2,3,1,1,1,13,0
1586,8.33,3.66,1.9,2,1,1,2,1,1,14,10,2,2,2,1,1,1,9,0
1587,19.54,3.48,5.39,2,1,1,1,2,2,15,21,2,2,1,1,2,2,18,0
1588,19.39,7.17,5.86,1,2,1,1,2,1,11,8,1,1,1,2,2,1,18,0
1589,12.17,1.95,2.55,1,2,2,1,2,2,1,4,2,1,3,2,1,1,12,0
1590,17.55,5.4,7.9,1,2,2,1,2,2,20,2,2,1,3,1,1,1,11,0
1591,14.03,3.68,3.19,2,1,1,1,1,2,5,4,2,2,1,2,1,1,20,0
1592,13.62,2.16,3.01,1,1,1,1,2,1,1,9,2,1,3,2,1,1,1,0
1593,15.68,0.93,3.47,1,1,2,2,2,2,11,1,1,2,3,1,2,2,2,0
1594,4.45,1.25,2.03,2,1,2,2,2,2,1,6,2,2,1,2,2,1,7,0
1595,9.95,0.21,4.29,1,1,1,2,2,1,13,3,1,1,1,1,1,1,10,0
1596,4.79,0.84,2.17,2,1,1,2,1,2,5,0,1,2,3,2,2,1,10,0
1597,10.23,1.78,1.86,2,1,2,1,2,2,2,1,2,2,1,1,2,2,5,0
1598,5.45,0.59,1.07,2,2,1,1,2,2,9,11,1,2,3,1,1,1,1,0
1599,7.32,2.8,4.17,2,2,2,2,1,1,9,28,2,2,2,1,2,1,7,0
1600,25.94,4.34,4.56,1,1,1,2,1,2,7,6,1,1,2,2,1,1,8,0
1601,8.69,2.86,1.75,2,2,2,2,2,2,3,8,2,2,2,2,1,1,16,0
1602,6.14,1.65,5.81,2,1,2,2,2,1,9,10,1,1,3,1,2,2,17,0
1603,12.96,2.98,5.28,1,1,1,2,2,1,4,24,1,1,3,1,1,1,14,0
1604,11.21,3.18,3.72,2,2,1,1,1,2,1,17,2,2,1,1,2,1,18,0
1605,9.75,3.49,4.61,2,1,1,2,1,1,8,1,1,2,2,2,2,2,7,0
